id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
746524,Blood,Thriller-Horror,en,Jess a newly separated mother and nurse moves into her old family farmhouse with Tyler her teenage daughter and Owen her eight-year-old son. One night the family dog senses something in the woods and runs off to find it. He returns a couple of days later and attacks Owen savagely biting him before Jess is able to intervene. Owen is rushed to the hospital. His condition worsens and no one can figure out why... until Jess discovers a disturbing cure...,511.355,H2L Media Group-Rhea Films,2023-01-12,0.0,0.0,108.0,Released,How far would you go to save your child?,5.9,40.0,Michelle Monaghan-Skeet Ulrich-Finlay Wojtak-Hissong-Skylar Morgan Jones-June B. Wilde-Erik Athavale-Onalee Ames-Danika Frederick-Jerni Stewart-Jennifer Rose Garcia-Cheryl Gensiorek-Michael Strickland-Cindy Myskiw-Rodrigo Beilfuss,country house-forest-hospital-dog-divorcee-sick child-child of divorce-divorced couple-hollow tree-drinking blood-recovering drug addict,/gCUFtTvjK4gbmjVxhx8bhyOhAeW.jpg,/v2GqQcm4Yg54ADrdbEi4Y1FZZhz.jpg,897155-697417-681305-847307-1075274-421373-717133-1072696-1052820-1020306-342061-873095-1004682-1020975-1037644
858017,I Saw the TV Glow,Drama-Horror,en,Teenager Owen is just trying to make it through life in the suburbs when his classmate introduces him to a mysterious late-night TV show — a vision of a supernatural world beneath their own. In the pale glow of the television Owen’s view of reality begins to crack.,508.27,A24-Fruit Tree-Smudge Films-Hypnic Jerk-Access Entertainment,2024-05-03,10000000.0,4184000.0,100.0,Released,Look a little closer.,6.007,76.0,Justice Smith-Brigette Lundy-Paine-Ian Foreman-Helena Howard-Lindsey Jordan-Danielle Deadwyler-Fred Durst-Conner O'Malley-Emma Portner-Madaline Riley-Amber Benson-Albert Birney-Michael C. Maronna-Danny Tamberelli-Timothy Allan-Tyler Dean Flores-Elizabeth Scopel-Marlyn Bandiero-Haley Dahl-Raina Block-Bailey Wollowitz-Lily Rothman-Phoebe Bridgers-Kris Esfandiari-Wilson Flores-Thommy Northcut-Julie Lodhy-Michael Twaine-Evangeline Johns-Elaine Apruzzese-Cynthia Clancy-Will Fitz-Ben Heineman-Julissa Piatt-Michelle Santiago,high school-friendship-loss of sense of reality-sexuality-identity-obsession-surrealism-asthma-sleepover-nostalgia-suburbia-coming of age-loneliness-arcade-vhs-tv show in film-guilt-lgbt-lgbt teen-planetarium-running away-gender dysphoria-existentialism-1990s-subconscious-2000s-2010s-movie theater-independent film-body horror-teenager-liminal space-nonbinary director-depressing-gay,/hS4GYkYpN1rfl4GIxyc02sCyfAj.jpg,/sNBnCmF1ueoERa4uW5kh929KkRO.jpg,1001006-145762-1135176-358904-1160340-505319-1094596-45967-646265-944952-963765-786892-937746-399019-798286-976893-941-940721-913991-872585
826753,Candy Land,Horror-Thriller,en,Remy a seemingly naive and devout young woman finds herself cast out from her religious cult. With no place to turn she immerses herself into the underground world of truck stop sex workers. Under the watchful eye of their matriarch and an enigmatic local lawman Remy navigates between her strained belief system and the code to find her true calling in life.,502.146,Roxwell Films,2023-01-06,0.0,0.0,93.0,Released,We'll take care of you.,6.51,48.0,Eden Brolin-Olivia Luccardi-William Baldwin-Owen Campbell-Brad Carter-Virginia Rand-Guinevere Turner-Sam Quartin-Billy Blair-Bruce Davis-Mark Stephen Ward-Liz Ann Montaneli-Mark Murphy-Laevin Story-Nick HallBilsback-Nick Casa-Kendall Wind-Khyl Lorenzen-Matt Markese-Clint Patterson-Katie Lundy-Mike Brown,,/r7ZipEd9oHHVVXTcvbx3Sd3Tukv.jpg,/pbIWKBWdVF61mEDLF9KCNUXEVpJ.jpg,899579-996727-955991-542196-842544-980078-947938-1013870-746524-829410-1035806-667216-1008374-931954-505642-646389-988233-758009-1027159-934287-653851
663210,Lecciones para canallas,Comedy-Crime,es,Fate leads young Jenny to search for her estranged father: small-time swindler Dirty Barry. Jenny believes love conquers all but Barry knows money is what makes the world go round. Let the lessons for scoundrels begin.,495.492,BDC Producciones-Canallas Films,2022-09-01,0.0,0.0,104.0,Released,"To cheat, you also have to study.",4.375,4.0,Joaquín Cosío-Diana Bovio-Daniel Tovar-Danae Reynaud,,/AP9kVisL0Xo4GNBQVNa8qv1yLo.jpg,/yYwEqixNkQRN4yWxUcNva7jGGjr.jpg,
807172,The Exorcist: Believer,Horror,en,When his daughter Angela and her friend Katherine show signs of demonic possession it unleashes a chain of events that forces single father Victor Fielding to confront the nadir of evil. Terrified and desperate he seeks out Chris MacNeil the only person alive who's witnessed anything like it before.,492.742,Blumhouse Productions-Morgan Creek-Rough House Pictures-Universal Pictures,2023-10-04,30000000.0,46561805.0,111.0,Released,Do you believe?,5.494,82.0,Leslie Odom Jr.-Ann Dowd-Lidya Jewett-Olivia Marcum-Jennifer Nettles-Norbert Leo Butz-Ellen Burstyn-E.J. Bonilla-Raphael Sbarge-Antoni Corone-Danny McCarthy-Norah Murphy-Chloe Traicos-Chandu Kanuri-Richard Carr III-Okwui Okpokwasili-Malena Cunningham Anderson-Emily Rachel Gordon-Linda Boston-Nick Benas-Justin Paul Warren-Seth Loven-Dylan Probert-Amanda Beth-Lariah Alexandria-Cecil Chatman-Rory Gross-Nigel Barto-Edward James Warren-Forrest Briggs-Eliseo Antonio Paredes-Linda Blair-Lize Johnston-Celeste Oliva-Tracey Graves,exorcism-faith-sequel-possession-disappearance-death of mother-exorcist-reboot-demonic possession-father daughter relationship-legacy character,/lxRLC3WOFM2INoyEa3bFGIUApvn.jpg,/f33XdT6dwNXmXQNvQ4FuyhQrUob.jpg,
846433,The Enforcer,Action-Thriller-Drama,es,A noir thriller set in Miami the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.,488.599,Born to Burn Films-Millenium Media Group-Millennium Films,2022-09-22,1261569.0,0.0,91.0,Released,Some guardians aren't angels.,7.3,248.0,Antonio Banderas-Kate Bosworth-Mojean Aria-Alexis Ren-Zolee Griggs-2 Chainz-Aaron Cohen-Natalie Burn-Mark Rhino Smith-Luke Bouchier-Kika Georgiou-Kostas Sommer-Christos Vasilopoulos-Vivian Milkova-Lucia McKinstry Calvo-Eleftheria Giovanaki-Giannis Zoumpandis-Nikos Thomas-Panagiotis Milas-Rhiannon Lee-Orestis Chang Faethon-Panagiotis Kapritsios-Maria Hekimian-Dave Thompson-Dimitris Efrimidis-Lennan Andruisiw-Tihomir Vinchev-Asen Asenov-Manos Gavras-Rosmary Yaneva-Ekaterini Athanasiadou,,/pXC8JJbfnRWtbD8i2yKFqqWEO4X.jpg,/Aqldsq65Nj1KAkQD2MzkZsAk5N5.jpg,696157-937278-814757-854239-536554-888321-872954-934287-985335-1041513-974188-31662-740952-996581-1015963-869922-842942-1018247-315162-817758-653851
967847,Ghostbusters: Frozen Empire,Fantasy-Adventure-Comedy,en,The Spengler family returns to where it all started – the iconic New York City firehouse – to team up with the original Ghostbusters who've developed a top-secret research lab to take busting ghosts to the next level. But when the discovery of an ancient artifact unleashes an evil force Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.,478.162,Ghost Corps-Columbia Pictures,2024-03-20,100000000.0,108500000.0,115.0,Released,It'll send a chill down your spine.,6.7,139.0,Mckenna Grace-Paul Rudd-Carrie Coon-Finn Wolfhard-Dan Aykroyd-Kumail Nanjiani-Patton Oswalt-Celeste O'Connor-Logan Kim-Emily Alyn Lind-James Acaster-Bill Murray-Ernie Hudson-Annie Potts-William Atherton-Shelley Williams-Chris Tummings-John Rothman-Stephen Whitfield-Samuel Greco-Chris Ginesi-Brandon Burke-Karack Osborn-Kevin Mangold-Ian Whyte-Natalie Cousteau-Allison McKay-Adam Speers-Claire Titelman-Kalisha Amaris Johnson-Evelyn Edwards-Andrew Goddard-Deeivya Meir-Sophia Lucia Parola-Megan Robinson-Evelyn Anne Bulls-Camari Brown-Claudia Nell McCoy-Damian Muziani-Remy Germinario-Michael Kushner-Deisy Patiño-Victoria Giler-Cassidy Goron-Georgia Arron-Jesse Gallegos-Jonathan Mercedes-Vinnie Coppola-A.J. Voliton-Adam Murray-Pat Kiernan-Shelby Young-Ryan Bartley,new york city-supernatural-ghostbuster-sequel-teenage girl-ghost-duringcreditsstinger-research laboratory-evil force-ancient artifact,/r65fWcFELCSeyyrkq5wY09EPSGN.jpg,/3JhQQFidqbrD9k9DxGFCba46EFk.jpg,
287003,Avatar: Scene Deconstruction,Documentary,en,The deconstruction of the Avatar scenes and sets,473.433,,2009-12-18,0.0,0.0,0.0,Released,,7.8,12.0,,behind the scenes,/uCreCQFReeF0RiIXkQypRYHwikx.jpg,,500552-111332-278698-183392-19995
937249,57 Seconds,Thriller-Science Fiction-Action,en,When a tech blogger lands an interview with a tech guru and stops an attack on him he finds a mysterious ring that takes him back 57 seconds into the past.,464.251,Ashland Hill Media Finance-BGG Capital-Curmudgeon Films,2023-09-29,0.0,0.0,99.0,Released,Rewind the past. Avenge the future.,5.9,248.0,Josh Hutcherson-Morgan Freeman-Greg Germann-Lovie Simone-Bevin Bru-Sammi Rotibi-Mark Jacobson-Griff Furst-Dickson Obahor-Jeff Chase-Aaron Jay Rome-Marcus Brown-Kenneth Kynt Bryan-Lucius Baston-Matthew Jayson Cwern-Mary Drew Ahrens-Valerie E. Lamb-Thomas P. Vitale-Rusty Cundieff-Jaida Standberry-Daniel Rivas-Jennifer Dent-Allen Boudreaux-Curtis Johnson-Morgan Melder-Nirvi Shah-Tre Francis-Demitri Lucien-David Blane,,/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,/jP3FatCTHc460ZGW57q9ypTdBqu.jpg,963746-926393-1008042-1151534-893723-968051-939335-818511-575264-1171541-565770-1146143-1067820-678512-980489-1039690-1076364-1081400-1034062-762430-1089765
283995,Guardians of the Galaxy Vol. 2,Adventure-Action-Science Fiction,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,459.47,Marvel Studios,2017-04-19,200000000.0,863756051.0,137.0,Released,Obviously.,7.623,19621.0,Chris Pratt-Zoe Saldaña-Dave Bautista-Vin Diesel-Bradley Cooper-Michael Rooker-Karen Gillan-Pom Klementieff-Sylvester Stallone-Kurt Russell-Elizabeth Debicki-Chris Sullivan-Sean Gunn-Tommy Flanagan-Laura Haddock-Aaron Schwartz-Hannah Gottesman-Hilty Bowen-Ben Browder-Alexander Klein-Luke Cook-Evan Jones-Joe Fria-Terence Rosemore-Jimmy Urine-Stephen Blackehart-Steve Agee-Blondy Baruti-Richard Christy-Rob Zombie-Sierra Love-Kendra Carelli-Milynn Sarley-Seth Green-Molly C. Quinn-Michael Rosenbaum-Rhoda Griffis-Stan Lee-David Hasselhoff-Mac Wells-Jim Gunn Sr.-Leota Gunn-Elizabeth Faith Ludlow-Wyatt Oleff-Gregg Henry-Damita Jane Howard-Ving Rhames-Michelle Yeoh-Mike Escamilla-Miley Cyrus-Jeff Goldblum-Donny Carrington-Nea Dune-Fred Galle-Alphonso A'Qen-Aten Jackson-Kelly Richardson-Guillermo Rodriguez-Josh Tipis-Jason Williams,sequel-superhero-based on comic-misfit-space-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu),/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,118340-315635-271110-284053-284052-102899-99861-76338-100402-10195-284054-1726-1771-10138-297762-68721-24428-363088-299536-263115-293660
788752,Viking Wolf,Horror-Thriller-Mystery,no,After witnessing a grotesque murder at a party in her new town a teenager starts having strange visions and bizarre desires.,457.661,Filmkameratene-REinvent Studios,2022-11-18,0.0,0.0,97.0,Released,All werewolves have a story. This is the Norwegian one.,5.686,159.0,Elli Rhiannon Müller Osborne-Liv Mjönes-Vidar Magnussen-Mia Fosshaug Laubacher-Arthur Hakalahti-Sjur Vatne Brean-Øyvind Brandtzæg-Ståle Bjørnhaug-Sverre Breivik-Anna Dworak-Assad Siddique-Hilde Olausson-Ola Otnes-Kasper Antonsen-Silje Øksland Krohne-Mads Henning Skar-Jørgensen-Melina Tranulis-Viktor Roth Trønnes-Christensen-Marius Lien-Henrik Horge-Ívar Örn Sverrisson,small town-nordic mythology-mythical creature-female protagonist-mythological beast-werewolf-lycanthrope-nordic folklore-viking age-practical special effects-practical effects,/abBDzmy35A3Nkupn6wK2DKyFamd.jpg,/d0YSRmp819pMRnKLfGMgAQchpnR.jpg,
575264,Mission: Impossible - Dead Reckoning Part One,Action,en,Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in a deadly race around the globe begins. Confronted by a mysterious all-powerful enemy Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.,455.243,Paramount-Skydance-TC Productions,2023-07-08,291000000.0,567500000.0,164.0,Released,We all share the same fate.,7.586,2735.0,Tom Cruise-Hayley Atwell-Ving Rhames-Simon Pegg-Rebecca Ferguson-Vanessa Kirby-Esai Morales-Pom Klementieff-Henry Czerny-Shea Whigham-Greg Tarzan Davis-Frederick Schmidt-Mariela Garriga-Cary Elwes-Charles Parnell-Mark Gatiss-Indira Varma-Rob Delaney-Marcello Walton-Brian Law-Lincoln Conway-Alex James-Phelps-Marcin Dorociński-Ivan Ivashkin-Zahari Baharov-Adrian Bouchet-Sam Barrett-Louis Vaughan-Jean Kartal-Os Leanse-Luke Smith-Nikolaos Brahimllari-Matt Malecki-Damian Rozanek-Antonio Bustorff-Ioachim Ciobanu-Michael Kosterin-Sergej Lopouchanski-Robert Luckay-Jadran Malkovich-Mikhail Safronov-Christopher Sciueref-Andrea Scarduzio-Barnaby Kay-Gloria Obianyo-Alex Brock-Kaye Dinauto-Dana Blacklake-Arevinth V Sarma-Doroteya Toleva-Lucia Tong-Hersha Verity-Yennis Cheung-Laura Vortler-Faycal Attougui-Gaetano Bruno-Marco Sincini-Evita Ciri-Melissa Anna Bartolini-John Akanmu-Marco Lascari-Simon Rizzoni-Nicolas Wang-Lee Bridgman-Daniella Carraturo-Katie Collins-Joanna Dyce-Taylor Goodridge-Jessica Holland-Philip Hulford-Grace Jabbari-Ira Mandela Siobhan-Nicholas Tredrea-Megan Westpfel-Marc Wesley DeHaney-Rocky Taylor,race against time-mission-rome italy-chase-secret mission-secret agent-sequel-intelligence agency-rogue agent-based on tv series-secret government agency-northern norway,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,/628Dep6AxEtDxjZoGP78TsOxYbK.jpg,939335-507089-968051-1050474-926393-299054-123-474412-744857-1008042-893723-1022469-678512-70829-1039690-69110-937249-951491-975902-997391
800815,The Pale Blue Eye,Mystery-Crime-Horror,en,West Point New York 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe,454.802,Cross Creek Pictures-Le Grisbi Productions,2022-12-22,72000000.0,0.0,130.0,Released,Every heart tells a tale.,7.005,962.0,Christian Bale-Harry Melling-Lucy Boynton-Toby Jones-Simon McBurney-Timothy Spall-Robert Duvall-Harry Lawtey-Gillian Anderson-Charlotte Gainsbourg-Hadley Robinson-Fred Hechinger-Joseph Brooks-Steven Maier-Brennan Keel Cook-Orlagh Cassidy-Scott G. Anderson-Gideon Glick-Jack Irving-Matt Helm-Mathias Goldstein-Charlie Tahan-Bill Cwikowski-Agnes Herrmann-Nicholas Bellavia,detective-based on novel or book-winter-investigation-historical figure-murder-gothic horror-occult-west point-book-1830s,/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg,/i6zyJ18xvVvqbN6eUdzgSwlhb8h.jpg,593643-744594-661374-664469-872954-154850-858408-919950-674324-653851-1057614-76600-113936-1061117-615777-424264-1071817-804095-682522-315162-43731
